,Text,Aspect Term,Sentiment,Polarity
410,"टस को मस नहुने कुलमान आएर चोरी खाने उद्योगी को तेल निकलीएछ , जय कुलमान ।",चोरी खाने,GENERAL,1
411,देश परिवर्तन गर्नु छ कुलमान को आबस्यक छ ।,आबस्यक छ,GENERAL,0
412,भ्रष्टाचारि लाई जरै देखि खतम गर्नु पर्छ ।,भ्रष्टाचारि,GENERAL,1
413,भ्रष्टाचारि लाई जरै देखि खतम गर्नु पर्छ ।,खतम गर्नु पर्छ,GENERAL,1
414,अरब मा अलिकति सरकारी नियम बिपरित भए ४० / ५० तल्ला टावर मा न बिजुली न पानी बनाइदिन सक्छ भने कडा हुनपर्छ यी चोर हरु को लाइन तत्काल काट्नुपर्छ ।,चोर,GENERAL,0
415,देश को इमानदारी हिरो कुलमान भए कै कारन मात्र यो भिडियो हेरियो ।,हिरो,GENERAL,0
416,तिर्दैन भन्छत जो चोर उसै को को ठूलो श्वोर खाय पछि हग्न पर्छकि पर्दैन यो कोइसन को उतर देउ पैल चोर हरु ।,चोर,GENERAL,1
417,कुल मान जि तापाई चिन्त नगर्नु जस् ले जस् ले बिजुली को बिल तिर्दैन त्यो मान्छे कुता हरु लाई म एक एक मरि दिन्छु ।,कुता,GENERAL,1
418,always salute you sir✊✊✊सबै ठाउँ मा आदिवासी हरु अगाडि नहोउञ्जेल यिन ले देश उँघो हुन दिँदैनन् ।,salute you,GENERAL,0
419,always salute you sir✊✊✊सबै ठाउँ मा आदिवासी हरु अगाडि नहोउञ्जेल यिन ले देश उँघो हुन दिँदैनन् ।,उँघो हुन दिँदैनन्,GENERAL,1
420,जस् ले बिल तिर्दैन उस् को लाइन कात्नु पर्छ र कति दिन को हुन्छ ताकेता दिने तेस भित्रा पनि दिएन भने उद्द्योग नै जफत गर्नु पर्छ ।,जफत गर्नु पर्छ,GENERAL,1
421,जस् ले बिल तिर्दैन उस् को लाइन कात्नु पर्छ र कति दिन को हुन्छ ताकेता दिने तेस भित्रा पनि दिएन भने उद्द्योग नै जफत गर्नु पर्छ ।,लाइन कात्नु पर्छ,GENERAL,1
422,आज सम्म को नेपाल को राम्रो मान्छे को नाम अनि सुची मा कुलमान पनि गनिनु हुन्छ ।,राम्रो मान्छे,GENERAL,0
423,अब को भविस्य मा देश को प्रधानमन्त्री बने को हेर्न चहान्छु कुलमान जि !,प्रधानमन्त्री बने को,GENERAL,0
424,अरु सबै चोर डाका हो गरिव जनता को रगत चुसेर खाने कुकुर हरू हुन ।,चोर डाका,GENERAL,0
425,अरु सबै चोर डाका हो गरिव जनता को रगत चुसेर खाने कुकुर हरू हुन ।,कुकुर,GENERAL,1
426,ज्योति वानियाँ र कुलमन लाई हेर अनि ती 2 तालु लाई हेर अनि तिनि हरु का कुरा सुनेर रगत उम्लन्छ यार तिर्दैनै रे सर्ब साधारन जनता को लाइन काटेर मज्जा ले ऊध्योग सन्चालन गरेर नाफा लिन आज आएर तिर्दैनै भन्ने खाए पछि फाल्न नजान्ने मुला लाई के भन्ने चोर दलाल ठग ।,तालु,GENERAL,1
427,ज्योति वानियाँ र कुलमन लाई हेर अनि ती 2 तालु लाई हेर अनि तिनि हरु का कुरा सुनेर रगत उम्लन्छ यार तिर्दैनै रे सर्ब साधारन जनता को लाइन काटेर मज्जा ले ऊध्योग सन्चालन गरेर नाफा लिन आज आएर तिर्दैनै भन्ने खाए पछि फाल्न नजान्ने मुला लाई के भन्ने चोर दलाल ठग ।,मुला,GENERAL,1
428,ज्योति वानियाँ र कुलमन लाई हेर अनि ती 2 तालु लाई हेर अनि तिनि हरु का कुरा सुनेर रगत उम्लन्छ यार तिर्दैनै रे सर्ब साधारन जनता को लाइन काटेर मज्जा ले ऊध्योग सन्चालन गरेर नाफा लिन आज आएर तिर्दैनै भन्ने खाए पछि फाल्न नजान्ने मुला लाई के भन्ने चोर दलाल ठग ।,चोर दलाल ठग,GENERAL,1
429,म नेता मा जनर्दान र नेपालि को भगवान मा कुलमान भए को मात्र हेर्छु अरु कुकुर हरु को हैन ।,भगवान,GENERAL,0
430,म नेता मा जनर्दान र नेपालि को भगवान मा कुलमान भए को मात्र हेर्छु अरु कुकुर हरु को हैन ।,कुकुर,GENERAL,1
431,यिनी चोर हरु ले जनता लाई अन्धकार मा रखेर आफ्नो धुनु सुधारने कुकुर हरु हुन कुलमन सार ले गरे को ठिक काम हो ।,ठिक काम,GENERAL,0
432,यिनी चोर हरु ले जनता लाई अन्धकार मा रखेर आफ्नो धुनु सुधारने कुकुर हरु हुन कुलमन सार ले गरे को ठिक काम हो ।,चोर,GENERAL,1
433,कुलमान पछी रास्ट्रपति भए को हेर्ने रहर छ अरु काम चाहिदैन येति को काम अरु ले कहिले गर्नु सके को थिएन कुलमान आए पछि त वा ।,वा,GENERAL,0
434,कुलमान पछी रास्ट्रपति भए को हेर्ने रहर छ अरु काम चाहिदैन येति को काम अरु ले कहिले गर्नु सके को थिएन कुलमान आए पछि त वा ।,रास्ट्रपति भए को हेर्ने रहर छ,GENERAL,0
435,त डाका हरु को उद्योग बन्द गरे के भो बिदेशी कमपनि धमाधम भित्रीन्छ नि लुटमारा हो ।,डाका,GENERAL,0
436,त डाका हरु को उद्योग बन्द गरे के भो बिदेशी कमपनि धमाधम भित्रीन्छ नि लुटमारा हो ।,लुटमारा,GENERAL,1
437,कुलमान सर लाई सलाम ।,सलाम,GENERAL,0
438,तपाईं ले सोचेजस्तो होस जय नेपाल ।,जय,GENERAL,0
439,तपाईं ले सोचेजस्तो होस जय नेपाल ।,सोचेजस्तो होस,GENERAL,0
440,सलाम कुल्मान सर हजुर् को पछी २ करोड ९० लाख जनता छ ईनी हरु को असुल गर्नुपर्छ ।,सलाम,GENERAL,0
441,सबै भातामारा दाका हरु हुन कुलमान सर मात्रै हुन असल इमानदार ब्यक्ति हुनुहुन्छ उहाँ ।,असल इमानदार ब्यक्ति,GENERAL,0
442,सबै भातामारा दाका हरु हुन कुलमान सर मात्रै हुन असल इमानदार ब्यक्ति हुनुहुन्छ उहाँ ।,भातामारा दाका,GENERAL,1
443,यस्ता कार्यक्रम मा dr. सुरेन्द्र केसि लाई बोलाउनु पर्छ पत्रकार जिउ यस्ता दलाल थग हरुलाइ ठिक पर्नु हुन्छ ।,दलाल थग,GENERAL,1
444,बिल तिर्न नसक्ने लाई सिधै जन्म कैद गर्नु पर्छ हुन त कानुन भने को दुखी गरिबलाइ मत्र हो ।,जन्म कैद गर्नु पर्छ,GENERAL,1
445,साला कुत्ता थग हरुलाइ छोद नु हुदैन एउटा गरिब जनता ले दुई चार सय रुपया नतिर्दा लाइन कात्ने अर्बौं रुपिया नतिर्ने साला कुत्ता हरु यस्ता कुत्ता हरुलाइ नछोद्नु कुल मान सर ।,नछोद्नु,GENERAL,1
446,कर छुट गर्न ncl ले सिका को हो अदालत गयो नेता को पछि लागो जतिसक्दो नाफा खायो ।,नाफा खायो,GENERAL,1
447,तिमी चोर हरु ले पुरै बत्ती पनि लिने अनि अहिले आयर बत्ती को बिल दिन्नौ भन्छ चोर हरु चोरी मुद्दा हाल्नु पर्छ ।,चोरी मुद्दा हाल्नु पर्छ,GENERAL,1
448,उपभोक्ता हित संरक्षण संघ का अध्यक्ष को कुरो नि एकदम सहि छ ।,सहि छ,GENERAL,0
449,कुलमान सर को जय होस् ।,जय होस्,GENERAL,0
450,नेपाल बिधुत प्राबिकरन लाई धरासही बनाएर कुलमान घिसिङ लाई असफल बनाउने प्रयास मात्रै हो यस मा सबै नेता भनाउदा कुकुर र कालो बजारी व्यावसायि कुकुर ले गर्न के खोजे को हो ।,कालो बजारी,GENERAL,1
451,यो मुजि बानियाँ ले कस्तो खाते कुरा गर्दैछ कुलमान नभए को आज नेपाल उज्यालो हुन्थ्यो अझ कुलमान को कमजोरी देखाउछ यिनी 2 त शोषक हुन ।,खाते कुरा,GENERAL,1
452,यो मुजि बानियाँ ले कस्तो खाते कुरा गर्दैछ कुलमान नभए को आज नेपाल उज्यालो हुन्थ्यो अझ कुलमान को कमजोरी देखाउछ यिनी 2 त शोषक हुन ।,शोषक,GENERAL,1
453,आज सुनेर त यस्तो लाग्यो बिगत्देखी नै बेइमानी गर्दै आय का हुन तिमि हरु ले नतिरे तिम्रा सन्तान हरु ले पनि तिर्नु पर्छ बुजि राख ।,तिम्रा सन्तान हरु ले पनि तिर्नु पर्छ,GENERAL,1
454,सेवा सुबिधा लिएर आफ्नै देश मा कर तिर्न मरे जस्तो गर्छ धिकार छ मुला हरु चाक मा बम राखेर उडाउने जस्ता नेपाली धमिरा हरु ।,धिकार छ मुला,GENERAL,1
455,सेवा सुबिधा लिएर आफ्नै देश मा कर तिर्न मरे जस्तो गर्छ धिकार छ मुला हरु चाक मा बम राखेर उडाउने जस्ता नेपाली धमिरा हरु ।,धमिरा,GENERAL,1
456,कुल्मान सर भन्दा अगाडि का कमिसन खोर हरुलाइ किन कार्बाही भयन ?,कमिसन खोर,GENERAL,1
457,देशलाइ अन्धकार मा राख्ने डाँका हरुलाइ त सम्पती जफ्त गरि कार्बाही हुनु पर्ने हो नि ?,डाँका,GENERAL,1
458,पहिला पहिला सेटिङ् मा चले को रहेछ अघिल्लो जिएम मुकेश काफ्ले लाई घोक्रेठ्याक लगाउनुपर्छ ।,घोक्रेठ्याक लगाउनुपर्छ,GENERAL,1
459,"हिजाे जनता अन्धकार मा राख्दा खुशी भयाै अहिले शुल्क तिर्नु पर्ने बेला मा रुन्छाै पाजी हाे , जेल हाल्नु पर्छ ।",पाजी,GENERAL,1
460,"हिजाे जनता अन्धकार मा राख्दा खुशी भयाै अहिले शुल्क तिर्नु पर्ने बेला मा रुन्छाै पाजी हाे , जेल हाल्नु पर्छ ।",जेल हाल्नु पर्छ,GENERAL,1
461,बिजुलि बालेर पैसा तिर्दिन भन्ने देश को धमिरा दलाल हरु लाई मोसो दलेर पाता कसेर देश निकाला गर्नु पर्छ ।,धमिरा दलाल,GENERAL,1
462,बिजुलि बालेर पैसा तिर्दिन भन्ने देश को धमिरा दलाल हरु लाई मोसो दलेर पाता कसेर देश निकाला गर्नु पर्छ ।,देश निकाला गर्नु पर्छ,GENERAL,1
463,यो दुइ जना हेर्दै भिलेन जस्तो छ ।,भिलेन जस्तो,GENERAL,1
464,कुलमान सर हेरौ कति भलादमी देखिन्छ ।,भलादमी,GENERAL,0
465,भ्रष्ट नेता दलाल उध्योगपति हरू को मिलिमतो मा गोही को आँशु ?,भ्रष्ट,GENERAL,1
466,भ्रष्ट नेता दलाल उध्योगपति हरू को मिलिमतो मा गोही को आँशु ?,दलाल,GENERAL,1
467,भ्रष्ट नेता दलाल उध्योगपति हरू को मिलिमतो मा गोही को आँशु ?,गोही को आँशु,GENERAL,1
468,अब अदालत ले यिनी हरु को दाँतबात पसिना निकाल्दिनु पर्छ जय कुलमान घिसिङ ।,जय,GENERAL,0
469,मुजि बक्बास नगरी राजस्वा तिर्ने कुल मान घिसिङ्ग जि लाई अफ्ठेरो मा पार्ने काम बन्दा गर बिधुत छोर दलाली ब्यपारी हो ।,छोर दलाली,GENERAL,1
470,अब सबै नेता लाई पनि तिराउनु पर्छ ।,तिराउनु पर्छ,GENERAL,1
471,डँका टोपी लगाउने जोती दाज्यु को कुरा सहीछ अब मन्त्री को पावर लगाएर खाने जम्ना गयो ।,सहीछ,GENERAL,0
472,प्रयोग चै चुपलागेर गर्ने तिर्ने बेला मा चै बिल आएन भनेर तर्किन खोज्ने यिनि हरु देशद्रोहि नै हुन ।,देशद्रोहि,GENERAL,1
473,यो कस्तो देस को नागरिक हु म जस लाई जे मनलाग्यो तेहि गर्ने गल्ति को त सजाय त मिल्नु पर्छ ।,जस लाई जे मनलाग्यो तेहि गर्ने,GENERAL,1
474,याे सति ले सरापेकाे देश हाे !,सति ले सरापेकाे,GENERAL,1
475,राम्राे गर्ने काे भलाे छैन !,भलाे छैन,GENERAL,1
476,जन्ता को लगि राम्रो गर्नु भय को छ कुल्मान घिसिङ सर जय होस तपाईं को ।,जय होस,GENERAL,0
477,ई ठग हरु लाई छोड्नु हुँदैन ।,ठग,GENERAL,1
478,चोर कुरा गर्छन् उद्योगपुति हरू ।,चोर कुरा,GENERAL,1
479,भिमार्जुन आचार्य को भनाइ सहि छ ।,सहि छ,GENERAL,0
480,सङघिय राज्य नेपाल मा आबश्यक छैन र टिक्दैन पनि ।,आबश्यक छैन,GENERAL,1
481,सहि बिस्लेसन हो भिमार्जुन जि कुरो ठिकै हो नि ।,ठिकै हो,GENERAL,0
482,भिमाअर्जुन सर सलाम छ सलाम छ ।,सलाम,GENERAL,0
483,यो बिष पिएर पक्षघात भइ सक्दा समेत अझै पिएर मृत्युु रोज्न खोज्ने हरु पशुभन्दा पनि बुर्बक गँवार प्राणी हुन ।,बुर्बक गँवार,GENERAL,1
484,यो मुर्दार कसरी पत्रकार कहलिय को छ कुन्नी !,मुर्दार,GENERAL,1
485,राजकुमारी रेणु दाहाल भन्दा राजकुमार पारस नै ठीक छ ।,ठीक,GENERAL,0
486,धमला अरु को ( बोलाए को गेस्ट को ) कुरा सुन्न नसक्ने कस्ता पत्रकार ।,सुन्न नसक्ने,GENERAL,1
487,भिमार्जन ज्यु हजुर का कुरा सहि छन राष्ट्र र राष्ट्र बासी का लागि सहि मार्ग दिनुस है देश गुम्नु हुँदै न हामी साथ मा छौ ।,सहि छन,GENERAL,0
488,रिसि धमला कामरेड ले केपि अोलि प्रचण्ड लाई यसरी प्रश्न सोध्न नै डराउछन ... .,डराउछन,GENERAL,1
489,अरु लाई भने रर्याप रर्याप पार्छन ... . डा साप भिमार्जुन अाचार्य को कुरा २००% शहि छ ।,शहि छ,GENERAL,0
490,पातकि हरु मरे को लाश लाइ फर्काउन सक्छौ भने मुसान घाट मा गइ पहिला अाफै जल्नु अनि फर्किन्छौ कि फर्किदैनौ ।,पातकि,GENERAL,1
491,भीमार्जू आचार्यकौ कूरा १००% सहि छ !,सहि छ,GENERAL,0
492,अब राजा आउँछ नेपाली सेना पनि शाही सेना हुन्छ नेपाल प्रहरी पनि ज्ञानेन्द्र प्रहरी हुन्छ नेपाल यरलाइन्स पनि शाही बायुसेवा निगम हुन्छ जात भात छुवाछूत हुन्छ बाहुन छेत्री राजा को वरिपरि नम नम भन्दै हिड्छ गणतन्त्र नपचे को बाहुन हरु ?,बाहुन,GENERAL,1
493,जन्ता जान्ना चाहन्छन भन्ने सो हेर्ना सुरु गर्नु भन्धा अगाडि धमाला को नाख को डाडी भाचिने गरि हान्ना मन हुन्छ त हो म लाई अरु लाई हुन्न के हो ।,नाख को डाडी भाचिने गरि हान्ना,GENERAL,1
494,यो धमला को कुरा सुन्दै रिस उठ्छ ।,रिस उठ्छ,GENERAL,1
495,होइन यी बुझे का विद्वान हरु कीन यो मूर्ख धमला लाई अन्तरवार्ता दिन जान्छन ?,मूर्ख,GENERAL,1
496,जन्ता जान्न जाहन्छन तर रिसि धमला ज्यु तपाइ जस्ता चटुकार पत्रकार रियलिटि प्रशारण नै गर्नु हुन्न ।,चटुकार,GENERAL,1
497,"कस्तो मुर्ख तर्क , कस्तो मुर्ख प्रश्न यो धमला को ।",मुर्ख प्रश्न,GENERAL,1
498,"कस्तो मुर्ख तर्क , कस्तो मुर्ख प्रश्न यो धमला को ।",मुर्ख तर्क,GENERAL,1
499,कहाँ भिमार्जुन सर जस्तो विध्वान कहाँ यो धमला जस्तो अनपढ मुर्ख ।,विध्वान,GENERAL,0
500,कहाँ भिमार्जुन सर जस्तो विध्वान कहाँ यो धमला जस्तो अनपढ मुर्ख ।,अनपढ मुर्ख,GENERAL,1
501,अन्तर्वार्ता लिने र दिने बिच को औकात नै मिलेन ।,औकात नै मिलेन,GENERAL,1
502,भीमार्जुन आचार्य को कुरा एकदम सहि छ ।,सहि,GENERAL,0
503,यो मुजि गणतन्त्र नेपाल को लागी अभीसाप हो नेता र उनी हरु को पेट भर्न को लागी मात्र र उनी हरु का झोले कार्यकर्ता साथसाथै रीसी धमला को कुरै नगरौ ऊ पनी पर्चन्डे को पुछर हो यो पत्रकार को बाहाना मात्र हो ।,पुछर,GENERAL,1
504,"धमला हावा , डाः भिमार्जुन सर 100% सहि कुरा अब याे संविधान नै फाल्नु पर्छ ।",हावा,GENERAL,1
505,"धमला हावा , डाः भिमार्जुन सर 100% सहि कुरा अब याे संविधान नै फाल्नु पर्छ ।",सहि कुरा,GENERAL,0
506,पत्रकार मध्य को नालायक र मन नपर्ने रिसि धमलानै लाग्छ म लाई ।,मन नपर्ने,GENERAL,1
507,पत्रकार मध्य को नालायक र मन नपर्ने रिसि धमलानै लाग्छ म लाई ।,नालायक,GENERAL,1
508,पाखण्डी पत्रकार अल्लि सभ्य भएर अथिति सम्मान गर यार ।,पाखण्डी,GENERAL,1
509,डा. भिमार्जुन अाचार्य जि शीत 100% सहमत छु ।,सहमत छु,GENERAL,0
510,सङ्घियता तथा गणतन्त्र ले देश खाेक्राे पार्याे ।,खाेक्राे पार्याे,GENERAL,1
511,भिमार्जुन आचार्य एक जना देश भक्त र राष्ट्र प्रेमी को लिष्ट मा रहनुभए को छ !,देश भक्त,GENERAL,0
512,भिमार्जुन आचार्य एक जना देश भक्त र राष्ट्र प्रेमी को लिष्ट मा रहनुभए को छ !,राष्ट्र प्रेमी,GENERAL,0
513,यो सत्तासिन सबै लाई थाहा छ तर उनि हरू यो देश दोहन गर्न मा व्यस्त छन् !,दोहन गर्न,GENERAL,1
514,यस्ता अविवेकी पत्रकार सङ्ग के अन्तर्वार्ता दिनु ।,अविवेकी,GENERAL,1
515,महिनावारी बिग्रेर जन्मे को होला यो साले धमला ।,साले,GENERAL,1
516,याे पागल पत्रकार हाे हाबा मा जनजाति खुसि छन रे भन्छ गधा हाे ।,पागल,GENERAL,1
517,याे पागल पत्रकार हाे हाबा मा जनजाति खुसि छन रे भन्छ गधा हाे ।,गधा,GENERAL,1
518,नाके उल्टो उल्टो कुरा गर्छस ।,उल्टो उल्टो कुरा,GENERAL,1
519,म पनि डा. भिमार्जुन को बिचार मा सहमत ।,सहमत,GENERAL,0
520,"Dr. आचार्य स्पष्ट बक्ता हो , यो जनता को आवाज हो हेक् का होश चोर नेता हरू लाई ।",चोर,GENERAL,1
521,"Dr. आचार्य स्पष्ट बक्ता हो , यो जनता को आवाज हो हेक् का होश चोर नेता हरू लाई ।",स्पष्ट बक्ता,GENERAL,0
522,"जय नेपाल , नेपाल माता को जय ।",जय,GENERAL,0
523,देश बेच्ने नेता भ्रष्टाचारि पाल्ने नेता चाहिएन ।,देश बेच्ने,GENERAL,1
524,देश बेच्ने नेता भ्रष्टाचारि पाल्ने नेता चाहिएन ।,भ्रष्टाचारि,GENERAL,1
525,भारत जसताे ठुलाे देस मा मात्रै 500 सभासद छन भने नेपाल यति सानाे देस मा चाहिँ 800सभासद छन कसरी हुनछ देस काे बिकास देस र जनता ढुबायर लुटन लाई सगेयता बनायकाे हाे ।,लुटन,GENERAL,1
526,डा भिमार्जुन को बिचार को पक्ष मा तीन करोड जनता को जनमत जागदै छ अब ।,जनमत जागदै,GENERAL,0
527,यी भ्रष्ट दलाली अनि माफिया राष्ट्रघाती नेता हरु का दिन गए ।,भ्रष्ट दलाली अनि माफिया राष्ट्रघाती,GENERAL,1
528,भिमार्जुन सर को भनाइ अध्यन ले खारिए को भनाइ हो ।,खारिए,GENERAL,0
529,यस्तै कुरा गर्दै जाने हो भने मरिसके को राजतन्त्र त् भौतिक रुपमै समाप्त त् हुने नै भयो बाँकी यस्त मन्दले हरु पनि देश मा न् रहन सक्छ राजतन्त्र समाप्त हुँदा धर धरी रुने यस्त मन्दले आज आएर यस्ता काइते कुरा ।,काइते कुरा,GENERAL,1
530,भिमार्जुन ज्यु को अभिव्यक्ति समय सान्दर्भिक छ हिजो के भयो थाहा भएन अव भने हामी ले वुझेर देश वचाउन वनाउन लाग्नु जरुरी छ ।,सान्दर्भिक छ,GENERAL,0
531,डा. साब ले भने को कुरा एकदम सहि हो यो मुलुक मा सङ्घियता चल्दैन अब बिकल्प खोज्नै पर्छ चोर र छाडा तत्र त्याग्नै पर्छ ।,सहि हो,GENERAL,0
532,नेपाल मा संघियता खारेज गर्नु पर्छ l ।,खारेज गर्नु पर्छ,GENERAL,0
533,अचेल ऋषि दाई को प्रस्तुति राम्रो हुदैछ ।,राम्रो हुदैछ,GENERAL,0
534,मन्त्री बने को हप्तादिन नहुदैं किन रोए योगेश भट्टराई यसरी ।,रोए,GENERAL,1
535,यो ऋषि मुला भिमार्जुनलाइ सिकाउछ यार कस्तो लाज पचा को ग्वांक हो ।,ग्वांक,GENERAL,1
536,यो ऋषि मुला भिमार्जुनलाइ सिकाउछ यार कस्तो लाज पचा को ग्वांक हो ।,मुला,GENERAL,1
537,"डा. साब को सबै भनाइ १००% सहि छ , साथै उहा को गित ले मनै स्तम्भ बनायो , स्वार पनि अति मिठो ।",सहि छ,GENERAL,0
538,भीमाअर्जुन सर को कुरा सुन्न नपाए को धेरै भए को थीयो धेरै राम्रो सोच ।,राम्रो सोच,GENERAL,0
539,डा. साब को कुरा मा १००% सहमत हुँदै संघियता खारेज गरोउ र पुर्ब राजा लाई पुनर्स्थापना गरोउ टन्टै साफ ।,सहमत,GENERAL,0
540,भिमार्जुन सर को भनाई १०० %सहि छ ।,सहि छ,GENERAL,0
541,डा भिमार्जुन तपाइ को बिचार र अभिब्यक्ति सुरु देखि हेरे को छु म तपाइ को बिचार मा पुर्ण सहमत छु ।,सहमत छु,GENERAL,0
542,ए रिसि सर म तपाईं लाई तपाईं नै भनेर सम्बोधन गर्छु तर आजा को तर्क हेर्दा तपाईं लाई तपाईं भन्दा पनि घिन लाग्छ बिचार गरेर मात्र intrview लिनु होला भोलि क हुन्छ सोच्नु होला नत्र नेता सङगै जेल जानू होला यो दिन धेरै कुर्ना पर्दैना ।,घिन लाग्छ,GENERAL,1
543,बाउन हरु नेपाल आमा को श्राप ले नर्क जाने निश्चित छ ।,नर्क,GENERAL,1
544,देश लाई उडुस ले भन्दा बढी चुसिराछन् ।,चुसिराछन्,GENERAL,1
545,देश लाई विश्व कै गरीब देश बनाउनी जिम् मा बाउन हरु ले लिए को रैछ ।,गरीब,GENERAL,1
546,डिग्री पढे को भ्रष्टाचारी बाऊन भन्दा गिट्टी कुटेर खानी अर्को कुनै जाति लाई मेरो सम्मान छ बुझिस् टुप्पी हरु ।,भ्रष्टाचारी,GENERAL,1
547,नमस्कार भिमार्जुन सर निडर भयर बोल्नुस तपाई को साथ मा छौ हामी ।,साथ,GENERAL,0
548,"मुलुक मा आझ राजा आउ भन्ने नारा लाग्नु को मुख्य कारण नेपाली राजनितीक नेता को निकम्मापन नै हो , संविधान र प्राप्त व्यवस्था सस्थागत गर्न नसक्ने र आर्थिक बिकास को कुरा मात्र काम चै नगर्ने अनि कसरी टीकछ सरकार ।",निकम्मापन,GENERAL,1
549,Hahaahahahh ... .. धमला लेडा. .,लेडा,GENERAL,0
550,नेपाल मा सङ्घियता बिस हो ऋषि जि सहि भन्नु भयो डाक्टर साब ले ।,सहि,GENERAL,0
551,नेपाल मा सङ्घियता बिस हो ऋषि जि सहि भन्नु भयो डाक्टर साब ले ।,बिस,GENERAL,1
552,"यकदम सटिक बिचार डा , भिम आचार्य जि साेलुट छ तपाई लाई ।",साेलुट,GENERAL,0
553,भिमार्जुन लाई बोल्न दे भडुवा राजनितिक दल को पत्रुकार कति आफू मात्र बोले को राम्रा मान्छे का कुरा सुन्ने बानी गर न ।,भडुवा,GENERAL,1
554,भिमार्जुन लाई बोल्न दे भडुवा राजनितिक दल को पत्रुकार कति आफू मात्र बोले को राम्रा मान्छे का कुरा सुन्ने बानी गर न ।,बानी गर न,GENERAL,0
555,गणतन्त्र मृदाबात राजतन्त्र जिन्दाबाद केपी ओली प्रचण्ड गद्धार हुन ।,जिन्दाबाद,GENERAL,0
556,गणतन्त्र मृदाबात राजतन्त्र जिन्दाबाद केपी ओली प्रचण्ड गद्धार हुन ।,मृदाबात,GENERAL,1
557,गणतन्त्र मृदाबात राजतन्त्र जिन्दाबाद केपी ओली प्रचण्ड गद्धार हुन ।,गद्धार,GENERAL,1
558,ठुलो माछा लाई पक्रने महाजाल केवल राजतन्त्र संग मात्र छ ।,संग मात्र छ,GENERAL,0
559,यो दुई तिहाई को सरकार विदेशी दलाल हरु ( होली वाइनवाद लाई समर्थन गर्ने दल हरु ) ले कदापि कारबाही गर्दैनन् ।,विदेशी दलाल,GENERAL,1
560,"अब पुनः राजतन्त्र को अवश्य छ , यो देश मा ।",अवश्य छ,GENERAL,0
561,जति फतफताय पनि केही हुन्या वाला छैन ।,फतफताय,GENERAL,1
562,सबै भस्टचारि को मुजि मा खुर्सानी र नुन हालेर खाद्नु पर्छ जनता ले अब नेपाल सबै सके ।,भस्टचारि,GENERAL,1
563,अब देखी तिमीहरुलाइ भोट दिएछु भने कुकर को बच्चा होला ।,कुकर को बच्चा,GENERAL,1
564,"Kp oli , प्रचन्ड , देउवा जो कै होस सबै भ्रस्टचारी लाई जेल हुनू पर्छ .. ।",जेल हुनू पर्छ,GENERAL,1
565,यी चोर नेता ले जे गरे पनि माफ दिने यी भ्रष्टाचार नेता लाई जुनसुकै party को भए पनि अब जनता ले सडक मा तानेर ल्ययेर आगो लाउनु पर्छ !,चोर,GENERAL,1
566,यी चोर नेता ले जे गरे पनि माफ दिने यी भ्रष्टाचार नेता लाई जुनसुकै party को भए पनि अब जनता ले सडक मा तानेर ल्ययेर आगो लाउनु पर्छ !,भ्रष्टाचार,GENERAL,1
567,पर्द फास गरेकाे मा पत्रकार ज्यु लाई बधाई छ त्यसैले याे देश मा फाँसीकाे ब्यबश्था भए सबै नेता हरु सिद्धीन्छ ।,बधाई छ,GENERAL,0
568,पर्द फास गरेकाे मा पत्रकार ज्यु लाई बधाई छ त्यसैले याे देश मा फाँसीकाे ब्यबश्था भए सबै नेता हरु सिद्धीन्छ ।,सिद्धीन्छ,GENERAL,1
569,धोबी हान्नुपर्ने गु हरुलाइ ✊✊ ।,गु,GENERAL,1
570,काङ्रेस चुथ्थो ले आफ्नो पाला मा प्रक्रिया पूरा गरि ९ अरब दुई किस्ता बुझाइ सकेपछी अहिले कहाँ चोखिएलास ।,चुथ्थो,GENERAL,1
571,हेरदै जानुस कसै लाई पनि कार्वाही हुदैन किन भने भ्रष्टाचार को मामिला मा सबै राजनीति दल का नेता हरू सामिल छन ।,सामिल छन,GENERAL,1
572,काङ्रेस चोर हो उधोग नदि नाला सक्यो कम्निस्ट डाका ज्यान मारा कर उठायो भन्सार उठायो खायो येहि रछ बिकास ।,डाका ज्यान मारा,GENERAL,1
573,काङ्रेस चोर हो उधोग नदि नाला सक्यो कम्निस्ट डाका ज्यान मारा कर उठायो भन्सार उठायो खायो येहि रछ बिकास ।,चोर,GENERAL,1
574,केटाकेटी जस्तो बहस गर्छन् ।,केटाकेटी जस्तो,GENERAL,1
575,बिच को चोर रय क्स ।,चोर,GENERAL,1
576,यी सबै भारत को कुकुर हरु हुन अब जन्ता मिलेर फाँसी देनु पर्छ देश लुटने चोर हरु ।,कुकुर,GENERAL,1
577,यी सबै भारत को कुकुर हरु हुन अब जन्ता मिलेर फाँसी देनु पर्छ देश लुटने चोर हरु ।,फाँसी देनु पर्छ,GENERAL,1
578,धमला जी. .. वाइडवडी लाई भुडी भर्ने कंस कार लाई बोलाएर कीन सोध्नुहुन्न जनता जान्न चाहन्छ ... .. ।,भुडी भर्ने,GENERAL,1
579,राफेल को भ्रष्टाचार लाई कोपि गरेछ हवाइड वडो मा सबै लाई थाहा छ ।,कोपि गरेछ,GENERAL,1
580,रीसि जी बरता बोल्नु हुन्छ ।,बरता बोल्नु हुन्छ,GENERAL,1
